Year;Plot;Subplot;Plant;Seeds_GF;Fruit_GF;visits_GF;ID;homo_motif;hete_motif;Strength;StrengthIn;StrengthOut;Degree;DegreeIn;DegreeOut;PageRank;Hub;Authority;Katz;Multiplexity;Kcore
2020;2;C3;LEMA;422;4;2;Psilothrix_viridicoerulea;19;0;140.422.322.775.264;0.404223227752639;1;6;3;3;0.0926798482085489;0.434187866370202;2,57E+06;7,40E+10;0.2;6
2020;2;C3;PUPA;115;5;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;C3;SCLA;62;2;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;C4;BEMA;56;14;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;C4;CETE;777;7;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;C4;CHFU;32;1;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;C4;LEMA;400;10;3;Brassicogethes_sp.;33;0;237.858.220.211.161;137.858.220.211.161;1;8;4;4;0.101104497252529;0.410562636445033;1,81E+06;6,95E+09;0.2;6
2020;2;C4;LEMA;400;10;1;Dilophus_sp.;0;0;237.858.220.211.161;137.858.220.211.161;1;8;4;4;0.101104497252529;0.410562636445033;1,81E+06;6,95E+09;0.2;6
2020;2;C4;LEMA;400;10;3;Musca_sp.;7;0;237.858.220.211.161;137.858.220.211.161;1;8;4;4;0.101104497252529;0.410562636445033;1,81E+06;6,95E+09;0.2;6
2020;2;C4;LEMA;400;10;1;Psilothrix_viridicoerulea;19;0;237.858.220.211.161;137.858.220.211.161;1;8;4;4;0.101104497252529;0.410562636445033;1,81E+06;6,95E+09;0.2;6
2020;2;C4;PUPA;92;4;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;C4;SCLA;31;1;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;C5;BEMA;116;29;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;2;C5;CETE;666;6;0;None;0;0;0;0;0;0;0;0;0;0;0;0;0;0
