Day;Month;Year;Plot ;Subplot;Group;Order;Family;Species; Visits;Plant;Plant_Simple;
2;3;2016;9;D5;Bee;Hymenoptera;Andrenidae;Andrena_cinerea_elliptica;1;CHFU;CHFU;
2;3;2016;9;E4;Bee;Hymenoptera;Andrenidae;Andrena_sp.;1;CHFU;CHFU;
2;3;2016;9;D5;Bee;Hymenoptera;Andrenidae;Andrena_cinerea_elliptica;1;CHFU;CHFU;
2;3;2016;9;F6;Bee;Hymenoptera;Andrenidae;Andrena_cinerea_elliptica;1;CHFU;CHFU;
2;3;2016;9;F6;Fly;Diptera;NA;NA;1;CHFU;CHFU;
2;3;2016;9;B6;Bee;Hymenoptera;Andrenidae;Andrena_cinerea_elliptica;1;CHFU;CHFU;
2;3;2016;9;C4;Bee;Hymenoptera;Andrenidae;Andrena_cinerea_elliptica;1;CHFU;CHFU;
2;3;2016;9;F4;Bee;Hymenoptera;Andrenidae;Andrena_cinerea_elliptica;1;CHFU;CHFU;
2;3;2016;3;C4;Fly;Diptera;NA;NA;1;CHFU;CHFU;
2;3;2016;3;C4;NA;NA;NA;NA;1;CHFU;CHFU;
2;3;2016;3;E2;NA;NA;NA;NA;1;CHFU;CHFU;
2;3;2016;2;NA;NA;NA;NA;NA;1;CHFU;CHFU;
2;3;2016;1;NA;NA;NA;NA;NA;1;CHFU;CHFU;
12;3;2016;1;F3;Bee;Hymenoptera;Andrenidae;Andrena_humilis;1;LEMA;LEMA;
12;3;2016;1;F1;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;1;F5;Bee;Hymenoptera;Andrenidae;Andrena_humilis;1;LEMA;LEMA;
12;3;2016;1;F1;Beetle;Coleoptera;Cerambycidae;NA;1;LEMA;LEMA;
12;3;2016;1;E6;Bee;Hymenoptera;Andrenidae;Andrena_sp.;1;LEMA;LEMA;
12;3;2016;1;E1;Beetle;Coleoptera;Cerambycidae;NA;1;LEMA;LEMA;
12;3;2016;1;E4;Bee;Hymenoptera;Andrenidae;Andrena_humilis;1;LEMA;LEMA;
12;3;2016;1;E1;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;1;E3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;1;E3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;1;E3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;1;E3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;1;E3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;1;E4;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;1;E6;Beetle;Coleoptera;Cerambycidae;NA;1;LEMA;LEMA;
12;3;2016;1;F5;Beetle;Coleoptera;Meloidae;NA;1;LEMA;LEMA;
12;3;2016;1;D3;Beetle;Coleoptera;Cerambycidae;NA;1;LEMA;LEMA;
12;3;2016;1;D3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;1;D3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;1;D2;Beetle;Coleoptera;Cerambycidae;NA;1;LEMA;LEMA;
12;3;2016;1;E3;Bee;Hymenoptera;Andrenidae;Andrena_humilis;1;LEMA;LEMA;
12;3;2016;1;E6;Bee;Hymenoptera;Halictidae;Lasioglossum_sp.;1;LEMA;LEMA;
12;3;2016;1;A3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;1;A3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;1;F5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;1;F6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;1;F6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;1;F6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;1;F6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;1;F5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;1;F5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;1;F4;Beetle;Coleoptera;Meloidae;NA;1;LEMA;LEMA;
12;3;2016;1;F4;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;1;F4;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;1;F4;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;1;F4;Beetle;Coleoptera;Cerambycidae;NA;1;LEMA;LEMA;
12;3;2016;2;A2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;A4;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;A4;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;A4;Beetle;Coleoptera;Cerambycidae;NA;1;LEMA;LEMA;
12;3;2016;2;A4;Beetle;Coleoptera;Cerambycidae;NA;1;LEMA;LEMA;
12;3;2016;2;A6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;B6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;B6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;B5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;B5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;B5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;B5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;B4;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;B4;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;B4;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;B4;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;B4;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;B4;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;B4;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;B4;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;B4;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;B4;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;B4;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;B4;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;B4;Beetle;Coleoptera;Cerambycidae;NA;1;LEMA;LEMA;
12;3;2016;2;B4;Beetle;Coleoptera;Cerambycidae;NA;1;LEMA;LEMA;
12;3;2016;2;B4;Beetle;Coleoptera;Cerambycidae;NA;1;LEMA;LEMA;
12;3;2016;2;B4;Beetle;Coleoptera;Cerambycidae;NA;1;LEMA;LEMA;
12;3;2016;2;B3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;B3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;B3;Bee;Hymenoptera;Andrenidae;Andrena_sp.;1;LEMA;LEMA;
12;3;2016;2;B3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;B2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;B2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;C3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;C3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;C5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;C5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;C5;Beetle;Coleoptera;Meloidae;NA;1;LEMA;LEMA;
12;3;2016;2;C5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;C6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;C6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;D6;Beetle;Coleoptera;Meloidae;NA;1;LEMA;LEMA;
12;3;2016;2;D6;Beetle;Coleoptera;Cerambycidae;NA;1;LEMA;LEMA;
12;3;2016;2;D5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;D5;Beetle;Coleoptera;Cerambycidae;NA;1;LEMA;LEMA;
12;3;2016;2;D5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;D5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;D5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;D5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;D4;Beetle;Coleoptera;Cerambycidae;NA;1;LEMA;LEMA;
12;3;2016;2;D4;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;D3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;D3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;D3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;D3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;D3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;D3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;D3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;D3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;D3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;D3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;D3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;D3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;D3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;D3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;D2;Beetle;Coleoptera;Cerambycidae;NA;1;LEMA;LEMA;
12;3;2016;2;D2;Beetle;Coleoptera;Cerambycidae;NA;1;LEMA;LEMA;
12;3;2016;2;D2;Beetle;Coleoptera;Cerambycidae;NA;1;LEMA;LEMA;
12;3;2016;2;D1;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;D1;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;D1;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;D1;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;D2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;D2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;D2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;D2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;D2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;D2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;D2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;D2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;D2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;D2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;D2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;D3;Beetle;Coleoptera;Cerambycidae;NA;1;LEMA;LEMA;
12;3;2016;2;D3;Beetle;Coleoptera;Cerambycidae;NA;1;LEMA;LEMA;
12;3;2016;2;D3;Beetle;Coleoptera;Cerambycidae;NA;1;LEMA;LEMA;
12;3;2016;2;D3;Beetle;Coleoptera;Cerambycidae;NA;1;LEMA;LEMA;
12;3;2016;2;E1;Fly;Diptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;E1;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;E1;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;E1;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;E1;Beetle;Coleoptera;Cerambycidae;NA;1;LEMA;LEMA;
12;3;2016;2;E2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;E2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;E2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;E2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;E2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;E2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;E2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;E2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;E2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;E2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;E2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;E2;Beetle;Coleoptera;Cerambycidae;NA;1;LEMA;LEMA;
12;3;2016;2;E2;Beetle;Coleoptera;Cerambycidae;NA;1;LEMA;LEMA;
12;3;2016;2;E2;Fly;Diptera;NA;NA;1;LEMA;LEMA;
12;3;2016;2;E2;Beetle;Coleoptera;Cerambycidae;NA;1;LEMA;LEMA;
12;3;2016;3;C4;Bee;Hymenoptera;Andrenidae;Andrena_humilis;1;LEMA;LEMA;
12;3;2016;3;C3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;C3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;C3;Fly;Diptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;E5;Bee;Hymenoptera;Andrenidae;Andrena_humilis;1;LEMA;LEMA;
12;3;2016;3;C2;Beetle;Coleoptera;Cerambycidae;NA;1;LEMA;LEMA;
12;3;2016;3;C2;Beetle;Coleoptera;Cerambycidae;NA;1;LEMA;LEMA;
12;3;2016;3;C2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;C3;Beetle;Coleoptera;Cerambycidae;NA;1;LEMA;LEMA;
12;3;2016;3;C3;Beetle;Coleoptera;Cerambycidae;NA;1;LEMA;LEMA;
12;3;2016;3;C3;Beetle;Coleoptera;Cerambycidae;NA;1;LEMA;LEMA;
12;3;2016;3;C3;Beetle;Coleoptera;Cerambycidae;NA;1;LEMA;LEMA;
12;3;2016;3;C3;Beetle;Coleoptera;Cerambycidae;NA;1;LEMA;LEMA;
12;3;2016;3;C3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;C3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;C3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;C3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;C3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;C4;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;C4;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;C4;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;C4;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;C5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;C5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;C5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;C5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;C5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;C6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;C6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;C6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;D6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;D6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;D6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;D6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;D6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;D6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;D6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;D5;Bee;Hymenoptera;Andrenidae;Andrena_humilis;1;LEMA;LEMA;
12;3;2016;3;D5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;D5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;D5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;D5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;D4;Beetle;Coleoptera;Cerambycidae;NA;1;LEMA;LEMA;
12;3;2016;3;D3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;D3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;D3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;E6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;E6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;E6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;E6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;E6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;E6;Beetle;Coleoptera;Cerambycidae;NA;1;LEMA;LEMA;
12;3;2016;3;C3;Fly;Diptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;E5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;E5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;E5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;E5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;E5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;E5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;E5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;E5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;E5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;E5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;E5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;E4;Beetle;Coleoptera;Cerambycidae;NA;1;LEMA;LEMA;
12;3;2016;3;E4;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;E4;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;E4;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;E4;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;F1;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;F2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;F3;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;F4;Beetle;Coleoptera;Cerambycidae;NA;1;LEMA;LEMA;
12;3;2016;3;F2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;F2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;F2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;F2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;F2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;F2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;F4;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;F4;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;F4;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;F4;Beetle;Coleoptera;Cerambycidae;NA;1;LEMA;LEMA;
12;3;2016;3;F4;Beetle;Coleoptera;Cerambycidae;NA;1;LEMA;LEMA;
12;3;2016;3;F5;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;F6;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;3;F7;Beetle;Coleoptera;Cerambycidae;NA;1;LEMA;LEMA;
12;3;2016;3;F4;Fly;Diptera;NA;NA;1;LEMA;LEMA;
12;3;2016;4;C1;Butterfly;Lepidoptera;NA;NA;1;ME;ME;
12;3;2016;4;E2;Fly;Diptera;Syrphidae;NA;1;ME;ME;
12;3;2016;4;F3;Fly;Diptera;Syrphidae;NA;1;LEMA;LEMA;
12;3;2016;4;D2;Bee;Hymenoptera;Andrenidae;Andrena_sp.;1;LEMA;LEMA;
12;3;2016;4;E1;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;4;E1;Beetle;Coleoptera;Cerambycidae;NA;1;LEMA;LEMA;
12;3;2016;4;D2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;4;D2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;4;D2;Beetle;Coleoptera;Cerambycidae;NA;1;LEMA;LEMA;
12;3;2016;4;D2;Beetle;Coleoptera;Cerambycidae;NA;1;LEMA;LEMA;
12;3;2016;4;D2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;4;E6;Fly;Diptera;Syrphidae;Sphaerophoria_sp.;1;SPRU;SPRU;
12;3;2016;4;D1;Butterfly;Lepidoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;6;A2;Bug;Hemiptera;NA;NA;1;BEMA;BEMA;
12;3;2016;6;A2;Beetle;Coleoptera;NA;NA;1;BEMA;BEMA;
12;3;2016;6;A5;Fly;Diptera;Syrphidae;NA;1;A0R;A0R;
12;3;2016;6;A3;Fly;Diptera;Syrphidae;NA;1;LEMA;LEMA;
12;3;2016;6;A2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;6;C2;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;6;F4;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
12;3;2016;7;F5;Bee;Hymenoptera;Andrenidae;Andrena_cinerea_elliptica;1;CHFU;CHFU;
12;3;2016;7;E3;Fly;Diptera;NA;NA;1;CHFU;CHFU;
12;3;2016;7;F4;Fly;Diptera;NA;NA;1;CHFU;CHFU;
12;3;2016;7;E2;Fly;Diptera;NA;NA;1;CHFU;CHFU;
12;3;2016;7;E3;Fly;Diptera;NA;NA;1;CHFU;CHFU;
12;3;2016;7;E4;Fly;Diptera;Syrphidae;NA;1;CHFU;CHFU;
12;3;2016;7;B5;Fly;Diptera;NA;NA;1;CHFU;CHFU;
12;3;2016;7;B5;Bee;Hymenoptera;Andrenidae;Andrena_cinerea_elliptica;1;CHFU;CHFU;
12;3;2016;7;E5;Bee;Hymenoptera;Andrenidae;Andrena_cinerea_elliptica;1;CHFU;CHFU;
12;3;2016;7;E1;Bee;Hymenoptera;Andrenidae;Andrena_cinerea_elliptica;1;CHFU;CHFU;
12;3;2016;7;E1;Bee;Hymenoptera;Halictidae;Sphecodes_sp.;1;CHFU;CHFU;
12;3;2016;7;E4;Bee;Hymenoptera;Andrenidae;Andrena_sp.;1;CHFU;CHFU;
12;3;2016;7;D3;Fly;Diptera;NA;NA;1;CHFU;CHFU;
12;3;2016;7;E1;Bee;Hymenoptera;Andrenidae;Andrena_cinerea_elliptica;1;CHFU;CHFU;
12;3;2016;8;D3;Fly;Diptera;Syrphidae;Sphaerophoria_sp.;1;Medicago;Medicago;
12;3;2016;8;E4;NA;NA;NA;NA;1;ME;ME;
12;3;2016;8;B4;Beetle;Coleoptera;NA;NA;1;CHFU;CHFU;
12;3;2016;9;F5;Bee;Hymenoptera;Andrenidae;Andrena_cinerea_elliptica;1;CHFU;CHFU;
12;3;2016;9;F5;Fly;Diptera;NA;NA;1;CHFU;CHFU;
12;3;2016;9;E5;Fly;Diptera;NA;NA;1;CHFU;CHFU;
12;3;2016;9;E4;Fly;Diptera;NA;NA;1;CHFU;CHFU;
12;3;2016;9;D6;Fly;Diptera;NA;NA;1;CHFU;CHFU;
12;3;2016;9;B6;Fly;Diptera;NA;NA;1;CHFU;CHFU;
12;3;2016;9;E4;Bee;Hymenoptera;Andrenidae;Andrena_cinerea_elliptica;1;CHFU;CHFU;
12;3;2016;9;E5;Beetle;Coleoptera;NA;NA;1;CHFU;CHFU;
12;3;2016;9;B4;Beetle;Coleoptera;NA;NA;1;CHFU;CHFU;
12;3;2016;9;F5;Fly;Diptera;NA;NA;1;CHFU;CHFU;
12;3;2016;9;E5;Fly;Diptera;NA;NA;1;CHFU;CHFU;
12;3;2016;9;E4;Fly;Diptera;NA;NA;1;CHFU;CHFU;
12;3;2016;9;B4;Fly;Diptera;NA;NA;1;CHFU;CHFU;
12;3;2016;9;E5;Bee;Hymenoptera;Andrenidae;Andrena_cinerea_elliptica;1;CHFU;CHFU;
12;3;2016;9;E6;Bee;Hymenoptera;Andrenidae;Andrena_cinerea_elliptica;1;CHFU;CHFU;
12;3;2016;9;D5;Bee;Hymenoptera;Andrenidae;Andrena_cinerea_elliptica;1;CHFU;CHFU;
12;3;2016;9;E4;Bee;Hymenoptera;Andrenidae;Andrena_cinerea_elliptica;1;CHFU;CHFU;
12;3;2016;9;C4;Fly;Diptera;NA;NA;1;CHFU;CHFU;
12;3;2016;9;E5;Fly;Diptera;Syrphidae;Scaeva_sp.;1;SPRU;SPRU;
12;3;2016;9;E5;Bee;Hymenoptera;Andrenidae;Andrena_cinerea_elliptica;1;CHFU;CHFU;
12;3;2016;9;E5;Bee;Hymenoptera;Andrenidae;Andrena_cinerea_elliptica;1;SPRU;SPRU;
12;3;2016;9;C4;Bee;Hymenoptera;Andrenidae;Andrena_cinerea_elliptica;1;CHFU;CHFU;
17;3;2016;9;D5;Fly;Diptera;NA;NA;1;BEMA;BEMA;
17;3;2016;9;E4;Bee;Hymenoptera;Andrenidae;Andrena_sp.;1;CHFU;CHFU;
17;3;2016;9;C1;Beetle;Coleoptera;NA;NA;1;LEMA;LEMA;
17;3;2016;9;F5;Fly;Diptera;NA;NA;1;CHFU;CHFU;
17;3;2016;9;F5;Fly;Diptera;NA;NA;1;CHFU;CHFU;
17;3;2016;9;E3;Fly;Diptera;NA;NA;1;CHFU;CHFU;
