Plot;Subplot;Plant_Simple;G_F;Visits;num.plantas;Fruit;Seed;Seed_t
8;E6;LEMA;Flower_beetles;1;2;6;384;768
8;F2;LEMA;Hoverflies;1;1;2;128;128
8;F4;LEMA;Small_beetles;1;3;3;192;576
8;F4;LEMA;Flower_beetles;2;3;3;192;576
8;F5;ME;Flower_beetles;1;1;0;0;0
8;F6;LEMA;Small_flies;1;6;3;192;1152
9;A3;LEMA;Flower_beetles;1;3;2;128;384
9;A3;LEMA;Flower_beetles;1;3;2;128;384
9;A5;LEMA;Flower_beetles;1;1;0;0;0
9;B2;LEMA;Flower_beetles;1;11;2;128;1408
9;B4;LEMA;Flower_beetles;1;3;2;128;384
9;B5;LEMA;Flower_beetles;1;2;1;64;128
9;B5;LEMA;Flower_beetles;1;2;1;64;128
9;B5;LEMA;Flower_beetles;1;2;1;64;128
9;B5;LEMA;Flower_beetles;1;2;1;64;128
9;E1;LEMA;Flower_beetles;1;1;0;0;0
9;E1;LEMA;Flower_beetles;1;1;0;0;0
9;E2;LEMA;Flower_beetles;1;1;1;64;64
9;E5;LEMA;Flower_beetles;1;3;1;64;192
9;E6;LEMA;Flower_beetles;1;8;2;128;1024
1;A4;LEMA;Bees;1;15;2;128;1920
1;B1;LEMA;Hoverflies;1;10;2;128;1280
1;B5;LEMA;Flower_beetles;1;30;6;384;11520
1;C1;LEMA;House_flies;1;12;2;128;1536
1;C5;LEMA;Hoverflies;1;15;1;64;960
1;D2;ME;House_flies;1;1;0;0;0
1;E1;LEMA;Flower_beetles;1;30;3;192;5760
1;E2;LEMA;Hoverflies;1;40;4;256;10240
1;E2;LEMA;Hoverflies;1;40;4;256;10240
1;E2;LEMA;Flower_beetles;1;40;4;256;10240
1;E6;LEMA;Flower_beetles;3;30;4;256;7680
1;F6;LEMA;Hoverflies;1;20;3;192;3840
1;F6;LEMA;Hoverflies;1;20;3;192;3840
2;A1;LEMA;Hoverflies;1;30;2;128;3840
2;B1;LEMA;Flower_beetles;1;10;3;192;1920
2;B5;ME;Flower_beetles;1;2;0;0;0
2;B6;LEMA;Flower_beetles;1;25;4;256;6400
2;C1;LEMA;Flower_beetles;1;10;5;320;3200
2;C1;ME;Flower_beetles;1;3;0;0;0
2;E2;LEMA;Hoverflies;1;30;4;256;7680
2;F1;LEMA;Flower_beetles;1;20;3;192;3840
3;B1;LEMA;Hoverflies;1;6;2;128;768
3;B1;LEMA;Flower_beetles;1;6;2;128;768
3;C6;LEMA;Flower_beetles;1;30;1;64;1920
3;D2;LEMA;Bees;5;2;1;64;128
3;D2;LEMA;Flower_beetles;1;2;1;64;128
3;D3;LEMA;Flower_beetles;3;8;1;64;512
3;D6;LEMA;Flower_beetles;3;25;1;64;1600
3;E1;LEMA;Flower_beetles;1;3;1;64;192
3;E2;LEMA;Flower_beetles;1;17;1;64;1088
3;E3;LEMA;Hoverflies;1;14;2;128;1792
3;E5;LEMA;Flower_beetles;1;25;2;128;3200
3;F2;LEMA;Flower_beetles;2;20;2;128;2560
3;F3;LEMA;Small_beetles;1;15;1;64;960
3;F3;LEMA;Flower_beetles;1;15;1;64;960
4;A1;LEMA;Small_flies;1;4;2;128;512
4;A2;LEMA;Flower_beetles;1;20;3;192;3840
4;A2;LEMA;Small_beetles;3;20;3;192;3840
4;A2;LEMA;Small_flies;1;20;3;192;3840
4;B2;LEMA;Flower_beetles;2;19;7;448;8512
4;B2;LEMA;Bees;1;19;7;448;8512
4;B6;LEMA;Flower_beetles;2;1;0;0;0
4;C4;LEMA;Flower_beetles;1;18;2;128;2304
4;C4;LEMA;Hoverflies;1;18;2;128;2304
4;C4;LEMA;Hoverflies;1;18;2;128;2304
4;C5;LEMA;Hoverflies;1;4;2;128;512
4;E2;LEMA;Flower_beetles;1;10;4;256;2560
4;E2;LEMA;Hoverflies;1;10;4;256;2560
4;E4;LEMA;Hoverflies;1;18;3;192;3456
4;E5;LEMA;Small_flies;1;15;4;256;3840
4;F1;LEMA;Hoverflies;1;16;14;896;14336
5;A2;LEMA;Hoverflies;3;2;2;128;256
5;B2;LEMA;Flower_beetles;2;35;4;256;8960
5;D2;LEMA;Hoverflies;2;16;14;896;14336
6;B2;LEMA;Small_beetles;1;2;2;128;256
6;B4;LEMA;Flower_beetles;1;6;2;128;768
6;B6;LEMA;Flower_beetles;4;8;2;128;1024
6;C1;LEMA;Flower_beetles;2;7;5;320;2240
6;C4;LEMA;Bees;1;2;3;192;384
6;C4;LEMA;Bees;1;2;3;192;384
6;D1;LEMA;Hoverflies;1;4;3;192;768
6;D3;LEMA;Hoverflies;1;6;3;192;1152
6;F4;LEMA;Hoverflies;1;8;2;128;1024
7;A5;LEMA;Hoverflies;1;17;6;384;6528
7;B3;LEMA;Bees;1;6;4;256;1536
7;C1;LEMA;Hoverflies;2;20;7;448;8960
7;C3;LEMA;Flower_beetles;1;15;9;576;8640
7;D1;LEMA;Hoverflies;1;3;5;320;960
7;E2;ME;House_flies;1;1;0;0;0
7;E2;LEMA;Flower_beetles;1;1;5;320;320
7;E2;ME;House_flies;2;1;0;0;0
7;F2;LEMA;Small_flies;1;1;3;192;192
7;F3;LEMA;Bees;1;8;4;256;2048
7;F4;LEMA;Bees;1;5;4;256;1280
8;A3;LEMA;Hoverflies;1;2;3;192;384
8;A5;LEMA;Flower_beetles;2;3;2;128;384
8;B3;LEMA;Flower_beetles;1;3;3;192;576
8;B3;LEMA;Small_beetles;1;3;3;192;576
8;B4;LEMA;Small_flies;1;2;6;384;768
8;B5;LEMA;Flower_beetles;1;1;3;192;192
8;B5;LEMA;Flower_beetles;1;1;3;192;192
8;C2;LEMA;Bees;1;5;6;384;1920
8;C2;LEMA;Hoverflies;1;5;6;384;1920
8;C2;LEMA;Flower_beetles;3;5;6;384;1920
8;C3;LEMA;Flower_beetles;3;9;10;640;5760
8;C4;LEMA;Flower_beetles;1;4;5;320;1280
8;C4;LEMA;Small_beetles;1;4;5;320;1280
8;D3;LEMA;Flower_beetles;1;5;3;192;960
8;D4;LEMA;Hoverflies;1;2;2;128;256
8;D5;LEMA;Flower_beetles;1;4;4;256;1024
8;E1;LEMA;Flower_beetles;1;12;6;384;4608
8;E2;LEMA;Flower_beetles;1;10;5;320;3200
8;F1;LEMA;Small_beetles;1;9;3;192;1728
8;F2;LEMA;Flower_beetles;1;1;2;128;128
8;F4;LEMA;Flower_beetles;2;3;3;192;576
8;F4;LEMA;Flower_beetles;1;3;3;192;576
8;F4;LEMA;Flower_beetles;1;3;3;192;576
9;B6;LEMA;Flower_beetles;1;7;2;128;896
9;C5;LEMA;Flower_beetles;1;2;1;64;128
9;D5;ME;House_flies;1;2;0;0;0
9;E3;LEMA;Hoverflies;2;1;0;0;0
9;E6;ME;House_flies;1;1;0;0;0
9;F4;ME;House_flies;1;1;0;0;0
9;F5;LEMA;Flower_beetles;2;1;0;0;0
1;B1;LEMA;Flower_beetles;1;10;2;128;1280
1;E3;ME;Hoverflies;1;1;100;100;100
1;E5;LEMA;Small_flies;1;50;3;192;9600
1;E5;LEMA;Flower_beetles;1;50;3;192;9600
1;E5;LEMA;Flower_beetles;1;50;3;192;9600
1;F3;LEMA;Flower_beetles;1;25;2;128;3200
1;F3;LEMA;Flower_beetles;1;25;2;128;3200
1;F3;LEMA;Flower_beetles;1;25;2;128;3200
1;F5;LEMA;Flower_beetles;1;35;4;256;8960
2;A3;LEMA;Flower_beetles;1;12;1;64;768
2;B1;LEMA;Flower_beetles;1;10;3;192;1920
2;B3;LEMA;Flower_beetles;1;30;2;128;3840
2;C1;LEMA;Small_flies;2;10;5;320;3200
2;C3;LEMA;Flower_beetles;1;20;6;384;7680
2;D1;LEMA;Small_beetles;1;20;6;384;7680
2;D1;LEMA;Small_flies;1;20;6;384;7680
2;D1;LEMA;Small_flies;2;20;6;384;7680
2;D1;LEMA;House_flies;1;20;6;384;7680
2;D1;LEMA;Flower_beetles;1;20;6;384;7680
2;D1;LEMA;Flower_beetles;1;20;6;384;7680
2;D4;LEMA;Flower_beetles;1;4;2;128;512
2;E1;CHFU;Small_flies;1;14;1;76;1064
2;E1;LEMA;Flower_beetles;1;20;3;192;3840
2;E1;LEMA;Small_flies;2;20;3;192;3840
2;E1;LEMA;Flower_beetles;1;20;3;192;3840
2;E1;LEMA;Small_flies;1;20;3;192;3840
2;E1;LEMA;Small_flies;1;20;3;192;3840
2;E1;LEMA;Small_flies;1;20;3;192;3840
2;E1;LEMA;Flower_beetles;1;20;3;192;3840
2;E2;LEMA;Small_flies;1;30;4;256;7680
2;E4;LEMA;Flower_beetles;1;20;2;128;2560
2;E5;LEMA;Flower_beetles;1;10;2;128;1280
2;E6;LEMA;Flower_beetles;1;25;6;384;9600
2;F1;LEMA;Small_flies;1;20;3;192;3840
2;F1;LEMA;Small_flies;1;20;3;192;3840
2;F1;LEMA;Flower_beetles;1;20;3;192;3840
2;F2;LEMA;Small_flies;1;10;2;128;1280
2;F2;LEMA;Flower_beetles;1;10;2;128;1280
2;F3;LEMA;Flower_beetles;1;35;4;256;8960
2;F3;LEMA;Small_flies;1;35;4;256;8960
2;F3;LEMA;Small_flies;1;35;4;256;8960
2;F3;LEMA;Flower_beetles;1;35;4;256;8960
2;F3;LEMA;Flower_beetles;1;35;4;256;8960
2;F3;LEMA;Flower_beetles;1;35;4;256;8960
2;F3;LEMA;Small_beetles;1;35;4;256;8960
2;F3;LEMA;Small_beetles;1;35;4;256;8960
2;F3;LEMA;Small_beetles;1;35;4;256;8960
2;F6;LEMA;Small_flies;1;20;4;256;5120
3;B2;LEMA;Flower_beetles;1;10;1;64;640
3;C3;ME;Flower_beetles;1;8;0;0;0
3;C3;ME;Small_flies;1;8;0;0;0
3;D4;ME;Flower_beetles;1;1;140;140;140
3;D6;LEMA;Flower_beetles;1;25;1;64;1600
3;E1;LEMA;Flower_beetles;2;3;1;64;192
3;E2;LEMA;Flower_beetles;3;17;1;64;1088
3;F1;LEMA;Flower_beetles;2;12;2;128;1536
3;F2;LEMA;Flower_beetles;1;20;2;128;2560
3;F4;LEMA;Flower_beetles;1;30;3;192;5760
4;E1;LEMA;Flower_beetles;1;30;5;320;9600
4;E1;LEMA;Flower_beetles;1;30;5;320;9600
4;E1;LEMA;Flower_beetles;1;30;5;320;9600
4;E1;LEMA;Small_flies;1;30;5;320;9600
4;E1;LEMA;Small_flies;1;30;5;320;9600
4;E1;LEMA;Small_flies;1;30;5;320;9600
4;E4;LEMA;Flower_beetles;1;18;3;192;3456
4;F1;LEMA;Flower_beetles;1;16;14;896;14336
4;F3;LEMA;Flower_beetles;1;2;6;384;768
5;B4;LEMA;Flower_beetles;1;30;4;256;7680
5;B4;LEMA;Flower_beetles;1;30;4;256;7680
5;C1;LEMA;Small_flies;1;3;3;192;576
5;C4;LEMA;Small_flies;1;10;2;128;1280
5;C5;LEMA;Small_flies;1;5;2;128;640
5;D1;LEMA;Small_flies;1;14;3;192;2688
5;D1;LEMA;Small_flies;1;14;3;192;2688
5;D1;LEMA;Flower_beetles;1;14;3;192;2688
5;D1;LEMA;Small_flies;2;14;3;192;2688
5;D1;LEMA;Small_flies;1;14;3;192;2688
5;D1;LEMA;Flower_beetles;1;14;3;192;2688
5;D1;LEMA;Small_flies;3;14;3;192;2688
5;D1;LEMA;Flower_beetles;1;14;3;192;2688
5;D2;LEMA;Small_flies;1;16;14;896;14336
5;E1;LEMA;Flower_beetles;1;20;11;704;14080
5;E1;LEMA;Small_flies;1;20;11;704;14080
5;E1;LEMA;Small_flies;1;20;11;704;14080
5;E1;LEMA;Flower_beetles;1;20;11;704;14080
5;E1;LEMA;Flower_beetles;1;20;11;704;14080
5;E1;LEMA;Flower_beetles;1;20;11;704;14080
7;A4;LEMA;Hoverflies;1;20;5;320;6400
7;A4;LEMA;Flower_beetles;1;20;5;320;6400
7;A4;LEMA;Hoverflies;1;20;5;320;6400
7;A5;LEMA;Hoverflies;1;17;6;384;6528
7;B3;LEMA;Flower_beetles;1;6;4;256;1536
7;B4;LEMA;Bees;4;20;7;448;8960
7;B5;LEMA;Bees;2;30;5;320;9600
7;B5;LEMA;Hoverflies;1;30;5;320;9600
7;B5;LEMA;Hoverflies;1;30;5;320;9600
7;B6;LEMA;Hoverflies;1;20;5;320;6400
7;B6;LEMA;Flower_beetles;1;20;5;320;6400
7;B6;LEMA;Hoverflies;1;20;5;320;6400
7;C2;LEMA;Flower_beetles;1;6;6;384;2304
7;C2;LEMA;Hoverflies;1;6;6;384;2304
7;C2;LEMA;Flower_beetles;1;6;6;384;2304
7;C2;LEMA;Flower_beetles;1;6;6;384;2304
7;C3;LEMA;Bees;2;15;9;576;8640
7;C3;LEMA;Flower_beetles;1;15;9;576;8640
7;C4;LEMA;Hoverflies;1;30;7;448;13440
7;C4;LEMA;Flower_beetles;1;30;7;448;13440
7;C4;LEMA;Bees;3;30;7;448;13440
7;C5;LEMA;Hoverflies;1;30;6;384;11520
7;C5;LEMA;Hoverflies;1;30;6;384;11520
7;D2;LEMA;Flower_beetles;1;2;2;128;256
7;D5;LEMA;Hoverflies;1;10;6;384;3840
7;E4;LEMA;Hoverflies;1;15;5;320;4800
7;E6;LEMA;Flower_beetles;1;10;7;448;4480
8;A1;LEMA;Hoverflies;1;1;0;0;0
8;A2;LEMA;Flower_beetles;1;3;3;192;576
8;A2;LEMA;Hoverflies;2;3;3;192;576
8;A3;LEMA;Small_flies;1;2;3;192;384
8;A4;LEMA;Bees;1;2;5;320;640
8;A5;LEMA;Hoverflies;2;3;2;128;384
8;B2;LEMA;Small_flies;1;4;5;320;1280
8;B2;LEMA;Hoverflies;1;4;5;320;1280
8;B3;LEMA;Flower_beetles;2;3;3;192;576
8;B3;LEMA;Flower_beetles;1;3;3;192;576
8;B4;LEMA;Small_flies;2;2;6;384;768
8;B4;LEMA;Bees;1;2;6;384;768
8;B5;ME;Small_flies;1;1;0;0;0
8;B5;LEMA;Small_flies;3;1;3;192;192
8;B5;LEMA;Bees;2;1;3;192;192
8;B6;LEMA;Flower_beetles;1;3;4;256;768
8;C2;LEMA;Flower_beetles;1;5;6;384;1920
8;C2;LEMA;Small_flies;1;5;6;384;1920
8;C3;LEMA;Flower_beetles;3;9;10;640;5760
8;C4;LEMA;Bees;1;4;5;320;1280
8;C4;LEMA;Flower_beetles;1;4;5;320;1280
8;C4;LEMA;Small_flies;1;4;5;320;1280
8;D1;LEMA;Flower_beetles;1;5;5;320;1600
8;D2;LEMA;Flower_beetles;1;9;8;512;4608
8;D2;LEMA;Hoverflies;2;9;8;512;4608
8;D2;LEMA;Flower_beetles;2;9;8;512;4608
8;E2;LEMA;Small_flies;1;10;5;320;3200
8;E2;ME;Bees;1;1;250;250;250
8;E3;LEMA;Flower_beetles;1;3;4;256;768
8;E4;LEMA;Bees;1;3;5;320;960
8;E4;LEMA;Small_flies;1;3;5;320;960
8;F3;LEMA;Small_flies;1;1;0;0;0
9;B4;LEMA;Hoverflies;1;3;2;128;384
9;B4;LEMA;Flower_beetles;1;3;2;128;384
9;B4;LEMA;Flower_beetles;1;3;2;128;384
9;B5;LEMA;Flower_beetles;1;2;1;64;128
9;B5;LEMA;Flower_beetles;1;2;1;64;128
9;B5;LEMA;Small_flies;1;2;1;64;128
9;B5;LEMA;Small_flies;1;2;1;64;128
9;B6;LEMA;Flower_beetles;1;7;2;128;896
9;B6;LEMA;Flower_beetles;1;7;2;128;896
9;C5;LEMA;Flower_beetles;1;2;1;64;128
9;D5;LEMA;Small_flies;1;9;3;192;1728
9;D5;ME;House_flies;1;2;0;0;0
9;D5;ME;Flower_beetles;1;2;0;0;0
9;D6;ME;Small_flies;1;1;0;0;0
9;E3;LEMA;Small_flies;1;1;0;0;0
9;E3;ME;House_flies;1;1;90;90;90
9;E3;LEMA;Hoverflies;1;1;0;0;0
9;E3;LEMA;Flower_beetles;1;1;0;0;0
9;E3;LEMA;Flower_beetles;1;1;0;0;0
9;E3;LEMA;Flower_beetles;1;1;0;0;0
9;E3;LEMA;Flower_beetles;1;1;0;0;0
9;E3;LEMA;Small_flies;1;1;0;0;0
9;E3;LEMA;Flower_beetles;3;1;0;0;0
9;E5;LEMA;Flower_beetles;1;3;1;64;192
9;E5;LEMA;Flower_beetles;1;3;1;64;192
9;F1;LEMA;Small_flies;1;1;0;0;0
9;F2;LEMA;Flower_beetles;1;1;0;0;0
9;F2;LEMA;Flower_beetles;1;1;0;0;0
9;F2;LEMA;Flower_beetles;1;1;0;0;0
9;F2;LEMA;Flower_beetles;1;1;0;0;0
9;F2;LEMA;Flower_beetles;1;1;0;0;0
9;F5;LEMA;Flower_beetles;1;1;0;0;0
7;D1;CHMI;Flower_beetles;2;1;0;0;0
7;D3;CHMI;Small_flies;1;1;0;0;0
7;D4;LEMA;Small_flies;1;10;5;320;3200
7;E4;LEMA;Hoverflies;1;15;5;320;4800
7;F3;LEMA;Small_beetles;1;8;4;256;2048
7;F4;CHMI;Flower_beetles;2;1;0;0;0
7;F4;CHMI;Flower_beetles;1;1;0;0;0
7;F4;LEMA;Small_beetles;1;5;4;256;1280
7;F5;CHMI;Flower_beetles;1;1;0;0;0
8;A4;LEMA;Flower_beetles;1;2;5;320;640
8;B5;LEMA;Flower_beetles;2;1;3;192;192
8;B5;LEMA;Flower_beetles;1;1;3;192;192
8;E5;LEMA;Flower_beetles;1;3;3;192;576
8;F2;PUPA;Flower_beetles;1;1;0;0;0
8;F3;PUPA;Small_flies;1;1;0;0;0
9;B6;LEMA;Flower_beetles;1;7;2;128;896
9;D6;LEMA;Flower_beetles;1;4;1;64;256
9;E5;LEMA;Flower_beetles;2;3;1;64;192
9;E6;LEMA;Flower_beetles;1;8;2;128;1024
9;F6;LEMA;Flower_beetles;1;1;0;0;0
9;F6;LEMA;Flower_beetles;1;1;0;0;0
7;B5;PUPA;Bees;1;3;9;315;945
7;C2;PUPA;Bees;1;1;0;0;0
7;C2;PUPA;Bees;1;1;0;0;0
7;C2;PUPA;Small_flies;1;1;0;0;0
7;D2;PUPA;Bees;1;1;0;0;0
7;D2;PUPA;Bees;1;1;0;0;0
7;D3;PUPA;Bees;1;5;6;210;1050
7;D5;PUPA;Bees;2;11;17;595;6545
8;B2;PUPA;Bees;2;4;11;385;1540
8;B4;PUPA;Butterflies;1;30;30;1050;31500
8;C3;PUPA;Bees;2;25;15;525;13125
8;C3;PUPA;Bees;1;25;15;525;13125
8;C3;PUPA;Butterflies;1;25;15;525;13125
8;D3;PUPA;Bees;1;40;14;490;19600
8;D3;PUPA;Bees;1;40;14;490;19600
8;D3;PUPA;Bees;1;40;14;490;19600
8;D3;PUPA;Bees;1;40;14;490;19600
8;D3;PUPA;Flower_beetles;1;40;14;490;19600
8;D3;PUPA;Bees;3;40;14;490;19600
8;D5;PUPA;Bees;1;25;7;245;6125
8;D6;PUPA;Bees;1;30;6;210;6300
8;D6;PUPA;Flower_beetles;1;30;6;210;6300
8;D6;PUPA;Small_beetles;1;30;6;210;6300
8;E1;PUPA;Bees;1;2;8;280;560
8;F3;PUPA;Bees;1;1;0;0;0
8;F3;PUPA;Bees;1;1;0;0;0
8;B2;PUPA;Butterflies;2;4;11;385;1540
8;B3;PUPA;House_flies;1;20;21;735;14700
8;B4;PUPA;Butterflies;1;30;30;1050;31500
8;B6;PUPA;Butterflies;1;8;14;490;3920
8;C5;PUPA;Butterflies;2;15;9;315;4725
8;C5;PUPA;Butterflies;1;15;9;315;4725
8;C5;PUPA;Butterflies;2;15;9;315;4725
8;C5;PUPA;Butterflies;1;15;9;315;4725
8;D2;PUPA;Humbleflies;1;7;24;840;5880
8;D6;PUPA;Butterflies;1;30;6;210;6300
8;D6;PUPA;Butterflies;1;30;6;210;6300
8;D6;PUPA;Butterflies;1;30;6;210;6300
8;E6;PUPA;Butterflies;1;30;7;245;7350
8;F1;PUPA;Humbleflies;1;1;0;0;0
8;F4;PUPA;Humbleflies;2;1;0;0;0
8;F4;PUPA;Bees;1;1;0;0;0
8;F5;PUPA;Butterflies;1;12;16;560;6720
8;F5;PUPA;Butterflies;1;12;16;560;6720
7;A6;PUPA;Humbleflies;1;6;20;700;4200
7;B4;PUPA;Humbleflies;1;3;11;385;1155
7;B4;PUPA;Butterflies;1;3;11;385;1155
7;B5;PUPA;Humbleflies;1;3;9;315;945
7;C2;PUPA;Humbleflies;1;1;0;0;0
7;C3;PUPA;Butterflies;1;3;12;420;1260
7;C4;PUPA;Humbleflies;1;3;5;175;525
7;E3;PUPA;Bees;2;3;16;560;1680
7;E4;PUPA;Humbleflies;3;12;7;245;2940
7;E4;PUPA;Butterflies;1;12;7;245;2940
7;E6;PUPA;Humbleflies;1;9;7;245;2205
7;F3;PUPA;Humbleflies;1;1;0;0;0
7;F3;PUPA;Butterflies;1;1;0;0;0
7;F4;PUPA;Butterflies;1;6;14;490;2940
7;F6;PUPA;Butterflies;1;1;0;0;0
8;A2;PUPA;Hoverflies;1;4;9;315;1260
8;B2;PUPA;Butterflies;1;4;11;385;1540
8;B3;PUPA;Humbleflies;3;20;21;735;14700
8;B3;PUPA;Butterflies;1;20;21;735;14700
8;B4;PUPA;Humbleflies;1;30;30;1050;31500
8;B5;PUPA;Humbleflies;1;12;7;245;2940
8;C2;PUPA;Humbleflies;1;15;19;665;9975
8;C2;PUPA;Butterflies;1;15;19;665;9975
8;C3;PUPA;Humbleflies;6;25;15;525;13125
8;C3;PUPA;Butterflies;2;25;15;525;13125
8;C4;PUPA;Humbleflies;1;40;16;560;22400
8;C4;PUPA;Butterflies;1;40;16;560;22400
8;C5;PUPA;Butterflies;1;15;9;315;4725
8;C6;PUPA;Humbleflies;1;20;11;385;7700
8;D2;PUPA;Humbleflies;2;7;24;840;5880
8;D2;PUPA;Butterflies;2;7;24;840;5880
8;D3;PUPA;Humbleflies;2;40;14;490;19600
8;D3;PUPA;Butterflies;2;40;14;490;19600
8;D4;PUPA;Humbleflies;3;35;11;385;13475
8;D5;PUPA;Humbleflies;2;25;7;245;6125
8;D6;PUPA;Butterflies;1;30;6;210;6300
8;D6;PUPA;Humbleflies;3;30;6;210;6300
8;E1;PUPA;Humbleflies;1;2;8;280;560
8;E1;PUPA;Hoverflies;2;2;8;280;560
8;E2;PUPA;Humbleflies;2;25;14;490;12250
8;E3;PUPA;Humbleflies;3;30;12;420;12600
8;E3;PUPA;Butterflies;1;30;12;420;12600
8;E5;PUPA;Bees;1;40;11;385;15400
8;F1;PUPA;Humbleflies;2;1;0;0;0
8;F2;PUPA;Humbleflies;2;1;0;0;0
8;F3;PUPA;Butterflies;1;1;0;0;0
8;F4;PUPA;Humbleflies;1;1;0;0;0
