"Day";"Month";"plot";"subplot";"Group";"vis";"Plant";"individuals";"seed";"fruit";"visits";"flowers";"x_coor2";"y_coor2";"neigh_inter.plot";"neigh_intra.plot";"neigh_intra.3m";"neigh_inter.3m";"neigh_inter.1m";"neigh_intra.1m";"neigh_inter.7.5";"neigh_intra.7.5";"flowers2";"visits.flower";"seed.indv"
1;6;1;"B2";"Beetle";10;"LEMA";39;80,5;32;10;8;2;2;867;1869;379;234;18;39;0;2;8;1,25;2576
1;6;1;"B4";"Beetle";12;"LEMA";63;65;38;12;7;2;5;867;1869;378;126;20;63;0;3;7;1,71428571428571;2470
1;6;1;"B5";"Beetle";9;"LEMA";43;69,3333333333333;18;9;3;2;6,5;867;1869;393;130;8;43;0;3;3;3;1248
1;6;1;"C2";"Beetle";8;"LEMA";32;89,5;43;8;8;3,5;2;867;1869;465;108;40;32;0;0;8;1;3848,5
1;6;1;"C3";"Beetle";6;"LEMA";51;58;14;6;11;3,5;3,5;867;1869;431;132;12;51;0;3;11;0,545454545454545;812
1;6;1;"C4";"Beetle";5;"LEMA";64;59;4;5;5;3,5;5;867;1869;475;101;10;64;0;3;5;1;236
1;6;1;"C5";"Beetle";1;"LEMA";80;67;23;1;11;3,5;6,5;867;1869;441;104;15;80;1;2;11;0,0909090909090909;1541
1;6;1;"D2";"Beetle";9;"LEMA";57;75;12;9;13;5;2;867;1869;466;143;15;57;0;0;13;0,692307692307692;900
1;6;1;"D3";"Beetle";5;"LEMA";76;62;4;5;14;5;3,5;867;1869;401;134;12;76;0;3;14;0,357142857142857;248
1;6;1;"D4";"Beetle";12;"LEMA";45;66,5;13;12;20;5;5;867;1869;499;127;5;45;1;2;20;0,6;864,5
1;6;1;"D5";"Beetle";9;"LEMA";62;65;19;9;17;5;6,5;867;1869;496;145;17;62;1;3;17;0,529411764705882;1235
1;6;1;"E2";"Beetle";10;"LEMA";57;76,5;13;10;7;6,5;2;867;1869;420;265;13;57;1;2;7;1,42857142857143;994,5
1;6;1;"E3";"Beetle";7;"LEMA";46;51,5;17;7;12;6,5;3,5;867;1869;431;186;16;46;2;2;12;0,583333333333333;875,5
1;6;1;"E3";"Fly";2;"LEMA";46;51,5;17;2;12;6,5;3,5;867;1869;431;186;16;46;2;2;12;0,166666666666667;875,5
1;6;1;"E4";"Beetle";5;"LEMA";49;67;20;5;14;6,5;5;867;1869;465;157;23;49;5;0;14;0,357142857142857;1340
1;6;1;"E5";"Beetle";3;"LEMA";71;59;12;3;13;6,5;6,5;867;1869;467;177;22;71;1;3;13;0,230769230769231;708
1;6;1;"E5";"Fly";3;"LEMA";71;59;12;3;13;6,5;6,5;867;1869;467;177;22;71;1;3;13;0,230769230769231;708
1;6;2;"B2";"Beetle";8;"LEMA";74;54;8;8;20;35;28;1545;2831;529;372;25;74;0;6;20;0,4;432
1;6;2;"B2";"Fly";1;"CETE";7;111;16;1;15;35;28;3927;449;93;808;92;7;3;4;15;0,0666666666666667;1776
1;6;2;"B2";"Fly";5;"LEMA";74;54;8;5;20;35;28;1545;2831;529;372;25;74;0;6;20;0,25;432
1;6;2;"B3";"Beetle";10;"LEMA";65;73;6;10;17;35;29,5;1545;2831;647;335;41;65;6;0;17;0,588235294117647;438
1;6;2;"B4";"Beetle";15;"LEMA";93;50,3333333333333;18;15;20;35;31;1545;2831;709;344;30;93;8;1;20;0,75;906
1;6;2;"B5";"Beetle";12;"LEMA";80;63;3;12;9;35;32,5;1545;2831;794;372;46;80;0;2;9;1,33333333333333;189
1;6;2;"C2";"Beetle";4;"LEMA";55;80;19;4;13;36,5;28;1545;2831;527;292;61;55;7;1;13;0,307692307692308;1520
1;6;2;"C3";"Beetle";5;"LEMA";50;105,5;4;5;17;36,5;29,5;1545;2831;554;311;30;50;0;2;17;0,294117647058824;422
1;6;2;"C4";"Beetle";4;"LEMA";114;40;10;4;18;36,5;31;1545;2831;566;284;46;114;10;1;18;0,222222222222222;400
1;6;2;"C5";"Beetle";6;"LEMA";125;111;6;6;7;36,5;32,5;1545;2831;643;419;37;125;1;2;7;0,857142857142857;666
1;6;2;"D2";"Beetle";6;"LEMA";53;48;9;6;0;38;28;1545;2831;501;298;56;53;1;2;0;Inf;432
1;6;2;"D2";"Beetle";6;"LEMA";53;48;9;6;10;38;28;1545;2831;501;298;56;53;1;2;10;0,6;432
1;6;2;"D3";"Beetle";4;"LEMA";47;32;12;4;0;38;29,5;1545;2831;509;303;30;47;0;5;0;Inf;384
1;6;2;"D3";"Beetle";4;"LEMA";47;32;12;4;9;38;29,5;1545;2831;509;303;30;47;0;5;9;0,444444444444444;384
1;6;2;"D4";"Beetle";4;"LEMA";53;29;6;4;0;38;31;1545;2831;553;293;22;53;3;5;0;Inf;174
1;6;2;"D4";"Beetle";4;"LEMA";53;29;6;4;20;38;31;1545;2831;553;293;22;53;3;5;20;0,2;174
1;6;2;"D5";"Beetle";4;"LEMA";53;57;10;4;0;38;32,5;1545;2831;668;441;48;53;4;4;0;Inf;570
1;6;2;"D5";"Beetle";4;"LEMA";53;57;10;4;11;38;32,5;1545;2831;668;441;48;53;4;4;11;0,363636363636364;570
1;6;2;"E2";"Beetle";8;"LEMA";61;110;14;8;0;39,5;28;1545;2831;542;247;18;61;1;0;0;Inf;1540
1;6;2;"E2";"Beetle";8;"LEMA";61;110;14;8;17;39,5;28;1545;2831;542;247;18;61;1;0;17;0,470588235294118;1540
1;6;2;"E3";"Beetle";6;"LEMA";46;155;6;6;0;39,5;29,5;1545;2831;494;218;37;46;1;1;0;Inf;930
1;6;2;"E3";"Beetle";6;"LEMA";46;155;6;6;9;39,5;29,5;1545;2831;494;218;37;46;1;1;9;0,666666666666667;930
1;6;2;"E4";"Beetle";8;"LEMA";77;18;13;8;0;39,5;31;1545;2831;545;275;33;77;11;0;0;Inf;234
1;6;2;"E4";"Beetle";8;"LEMA";77;18;13;8;12;39,5;31;1545;2831;545;275;33;77;11;0;12;0,666666666666667;234
1;6;2;"E5";"Beetle";6;"LEMA";41;45,5;14;6;0;39,5;32,5;1545;2831;710;433;32;41;8;0;0;Inf;637
1;6;2;"E5";"Beetle";6;"LEMA";41;45,5;14;6;12;39,5;32,5;1545;2831;710;433;32;41;8;0;12;0,5;637
1;6;3;"B2";"Beetle";2;"LEMA";8;58;3;2;6;80;56;5887;887;82;1481;195;8;9;1;6;0,333333333333333;174
1;6;3;"B3";"Beetle";2;"LEMA";10;52,5;14;2;2;80;57,5;5887;887;122;1452;148;10;3;0;2;1;735
1;6;3;"B5";"Beetle";2;"LEMA";28;59,3333333333333;5;2;3;80;60,5;5887;887;206;1257;221;28;9;0;3;0,666666666666667;296,666666666667
1;6;3;"C2";"Beetle";3;"LEMA";14;53;2;3;NA;81,5;56;5887;887;67;1473;145;14;5;1;0;Inf;106
1;6;3;"C3";"Beetle";5;"LEMA";11;42;15;5;NA;81,5;57,5;5887;887;102;1530;107;11;3;0;0;Inf;630
1;6;3;"C4";"Beetle";5;"LEMA";10;40;1;5;NA;81,5;59;5887;887;176;1280;232;10;8;0;0;Inf;40
1;6;3;"C5";"Beetle";1;"LEMA";39;58;10;1;NA;81,5;60,5;5887;887;235;1408;99;39;4;1;0;Inf;580
1;6;3;"D2";"Beetle";3;"LEMA";8;58;18;3;6;83;56;5887;887;90;1429;201;8;1;0;6;0,5;1044
1;6;3;"D2";"Beetle";3;"LEMA";8;58;18;3;5;83;56;5887;887;90;1429;201;8;1;0;5;0,6;1044
1;6;3;"D3";"Beetle";4;"LEMA";10;58;6,5;4;3;83;57,5;5887;887;139;1418;225;10;7;0;3;1,33333333333333;377
1;6;3;"D3";"Beetle";4;"LEMA";10;58;6,5;4;2;83;57,5;5887;887;139;1418;225;10;7;0;2;2;377
1;6;3;"D5";"Beetle";2;"LEMA";36;35;4;2;13;83;60,5;5887;887;293;1273;96;36;4;2;13;0,153846153846154;140
1;6;3;"D5";"Beetle";2;"LEMA";36;35;4;2;18;83;60,5;5887;887;293;1273;96;36;4;2;18;0,111111111111111;140
1;6;3;"D5";"Fly";2;"LEMA";36;35;4;2;13;83;60,5;5887;887;293;1273;96;36;4;2;13;0,153846153846154;140
1;6;3;"D5";"Fly";2;"LEMA";36;35;4;2;18;83;60,5;5887;887;293;1273;96;36;4;2;18;0,111111111111111;140
1;6;3;"E2";"Beetle";4;"LEMA";9;58;2;4;14;84,5;56;5887;887;118;1427;217;9;1;0;14;0,285714285714286;116
1;6;3;"E2";"Fly";1;"LEMA";9;58;2;1;14;84,5;56;5887;887;118;1427;217;9;1;0;14;0,0714285714285714;116
1;6;3;"E3";"Beetle";2;"LEMA";26;46;16;2;23;84,5;57,5;5887;887;196;1379;155;26;0;1;23;0,0869565217391304;736
1;6;3;"E3";"Fly";1;"LEMA";26;46;16;1;23;84,5;57,5;5887;887;196;1379;155;26;0;1;23;0,0434782608695652;736
1;6;3;"E4";"Beetle";3;"LEMA";37;58;9;3;15;84,5;59;5887;887;314;1113;152;37;4;2;15;0,2;522
1;6;3;"E5";"Beetle";2;"LEMA";53;67,5;6;2;5;84,5;60,5;5887;887;383;956;133;53;11;1;5;0,4;405
1;6;5;"B4";"Beetle";1;"LEMA";12;58;2;1;15;124;157;2657;294;46;592;45;12;7;0;15;0,0666666666666667;116
1;6;5;"B5";"Beetle";3;"LEMA";3;58;1;3;2;124;158,5;2657;294;50;620;69;3;5;0;2;1,5;58
1;6;5;"C2";"Beetle";1;"LEMA";9;51;1;1;5;125,5;154;2657;294;49;564;71;9;15;0;5;0,2;51
1;6;5;"C4";"Beetle";3;"LEMA";8;39;4;3;6;125,5;157;2657;294;57;442;59;8;5;0;6;0,5;156
1;6;5;"D2";"Beetle";4;"LEMA";7;58;1;4;9;127;154;2657;294;57;572;59;7;8;0;9;0,444444444444444;58
1;6;5;"D5";"Beetle";2;"LEMA";9;58;1;2;11;127;158,5;2657;294;67;556;30;9;8;0;11;0,181818181818182;58
1;6;7;"B2";"Beetle";2;"LEMA";28;58;6;2;1;235;289;6322;1245;252;1436;112;28;2;3;1;2;348
1;6;7;"B3";"Beetle";1;"LEMA";20;58;5;1;0;235;290,5;6322;1245;293;1577;175;20;5;3;0;Inf;290
1;6;7;"B4";"Beetle";2;"LEMA";42;73;7;2;0;235;292;6322;1245;285;1667;250;42;2;3;0;Inf;511
1;6;7;"B5";"Beetle";3;"LEMA";7;13;3;3;0;235;293,5;6322;1245;347;1452;326;7;1;3;0;Inf;39
1;6;7;"C2";"Beetle";1;"LEMA";28;50;5;1;3;236,5;289;6322;1245;207;1080;177;28;4;2;3;0,333333333333333;250
1;6;7;"C3";"Beetle";1;"LEMA";24;58;2;1;2;236,5;290,5;6322;1245;265;1305;122;24;5;2;2;0,5;116
1;6;7;"C4";"Beetle";3;"LEMA";36;58;2;3;3;236,5;292;6322;1245;308;1443;119;36;4;5;3;1;116
1;6;7;"C5";"Beetle";1;"LEMA";48;49;1;1;0;236,5;293,5;6322;1245;298;1428;106;48;5;3;0;Inf;49
1;6;7;"D5";"Beetle";1;"LEMA";72;58;3;1;1;238;293,5;6322;1245;333;1145;117;72;13;0;1;1;174
1;6;7;"E2";"Beetle";6;"LEMA";32;58;6;6;3;239,5;289;6322;1245;164;1248;186;32;7;1;3;2;348
1;6;7;"E4";"Beetle";3;"LEMA";52;58;3;3;0;239,5;292;6322;1245;358;1235;165;52;3;1;0;Inf;174
1;6;7;"E5";"Beetle";1;"LEMA";52;58;2;1;0;239,5;293,5;6322;1245;363;1385;177;52;0;4;0;Inf;116
1;6;8;"B2";"Beetle";5;"LEMA";40;58;5;5;0;274;270;6812;888;228;1405;184;40;3;2;0;Inf;290
1;6;8;"B3";"Beetle";2;"LEMA";72;48;4;2;0;274;271,5;6812;888;233;1387;113;72;4;0;0;Inf;192
1;6;8;"B4";"Beetle";4;"LEMA";31;58;4;4;0;274;273;6812;888;222;1642;172;31;5;0;0;Inf;232
1;6;8;"B5";"Beetle";2;"LEMA";7;58;2;2;0;274;274,5;6812;888;169;1680;318;7;17;0;0;Inf;116
1;6;8;"C2";"Beetle";1;"LEMA";31;58;4;1;0;275,5;270;6812;888;290;1354;230;31;8;0;0;Inf;232
1;6;8;"C3";"Beetle";1;"LEMA";24;58;3;1;0;275,5;271,5;6812;888;299;1334;104;24;3;0;0;Inf;174
1;6;8;"C4";"Beetle";4;"LEMA";42;58;1;4;0;275,5;273;6812;888;218;1486;192;42;5;5;0;Inf;58
1;6;8;"C5";"Beetle";3;"LEMA";14;58;2;3;0;275,5;274,5;6812;888;174;1517;215;14;8;0;0;Inf;116
1;6;8;"D2";"Beetle";1;"LEMA";38;58;4;1;0;277;270;6812;888;235;1571;147;38;1;2;0;Inf;232
1;6;8;"D4";"Beetle";2;"LEMA";21;58;7;2;0;277;273;6812;888;191;1566;105;21;6;0;0;Inf;406
1;6;8;"D5";"Beetle";1;"LEMA";25;58;5;1;0;277;274,5;6812;888;182;1570;268;25;11;0;0;Inf;290
1;6;8;"D5";"Beetle";1;"PUPA";42;3;9;1;76;277;274,5;6797;903;410;1342;251;42;2;0;76;0,0131578947368421;27
1;6;8;"E3";"Beetle";1;"LEMA";19;58;4;1;0;278,5;271,5;6812;888;165;1099;214;19;7;0;0;Inf;232
1;6;8;"E4";"Beetle";3;"LEMA";26;58;3;3;0;278,5;273;6812;888;143;1382;180;26;4;2;0;Inf;174
1;6;8;"E5";"Beetle";1;"LEMA";17;58;11;1;0;278,5;274,5;6812;888;177;1449;202;17;7;0;0;Inf;638
1;6;8;"E5";"Fly";3;"LEMA";17;58;11;3;0;278,5;274,5;6812;888;177;1449;202;17;7;0;0;Inf;638
1;6;9;"B2";"Beetle";4;"LEMA";10;58;12;4;6;314;286;2551;229;55;444;46;10;4;0;6;0,666666666666667;696
1;6;9;"B3";"Beetle";3;"LEMA";6;58;15;3;9;314;287,5;2551;229;64;448;52;6;0;0;9;0,333333333333333;870
1;6;9;"B4";"Beetle";1;"CHMI";1;14;5;1;0;314;289;2759;21;6;530;74;1;1;0;0;Inf;70
1;6;9;"B4";"Beetle";8;"LEMA";9;58;4;8;7;314;289;2551;229;44;492;66;9;4;0;7;1,14285714285714;232
1;6;9;"C2";"Beetle";4;"LEMA";17;58;8;4;2;315,5;286;2551;229;66;481;56;17;3;0;2;2;464
1;6;9;"C3";"Beetle";4;"LEMA";7;58;5;4;0;315,5;287,5;2551;229;80;463;58;7;5;0;0;Inf;290
1;6;9;"C4";"Beetle";6;"LEMA";12;58;7;6;4;315,5;289;2551;229;58;525;58;12;1;0;4;1,5;406
1;6;9;"D2";"Beetle";4;"LEMA";9;30;9;4;0;317;286;2551;229;59;600;63;9;4;0;0;Inf;270
1;6;9;"D3";"Beetle";6;"LEMA";4;58;4;6;0;317;287,5;2551;229;68;526;78;4;4;0;0;Inf;232
1;6;9;"D5";"Beetle";1;"LEMA";8;48;15;1;6;317;290,5;2551;229;70;546;76;8;1;0;6;0,166666666666667;720
1;6;9;"E3";"Beetle";2;"LEMA";3;58;3;2;0;318,5;287,5;2551;229;33;633;74;3;3;0;0;Inf;174
1;6;9;"E4";"Beetle";2;"LEMA";7;58;10;2;0;318,5;289;2551;229;31;663;80;7;0;0;0;Inf;580
1;6;9;"E5";"Beetle";3;"LEMA";3;58;5;3;1;318,5;290,5;2551;229;57;623;73;3;2;0;1;3;290
5;3;1;"B2";"Beetle";10;"LEMA";39;80,5;32;10;NA;2;2;867;1869;379;234;18;39;0;2;0;Inf;2576
5;3;1;"B4";"Beetle";9;"LEMA";63;65;38;9;0;2;5;867;1869;378;126;20;63;0;3;0;Inf;2470
5;3;1;"B4";"Fly";1;"CHFU";4;32;19;1;7;2;5;2704;32;12;492;79;4;4;0;7;0,142857142857143;608
5;3;1;"B5";"Beetle";8;"LEMA";43;69,3333333333333;18;8;NA;2;6,5;867;1869;393;130;8;43;0;3;0;Inf;1248
5;3;1;"C2";"Beetle";7;"LEMA";32;89,5;43;7;0;3,5;2;867;1869;465;108;40;32;0;0;0;Inf;3848,5
5;3;1;"C3";"Beetle";6;"LEMA";51;58;14;6;0;3,5;3,5;867;1869;431;132;12;51;0;3;0;Inf;812
5;3;1;"C4";"Beetle";4;"LEMA";64;59;4;4;0;3,5;5;867;1869;475;101;10;64;0;3;0;Inf;236
5;3;1;"C5";"Beetle";1;"LEMA";80;67;23;1;0;3,5;6,5;867;1869;441;104;15;80;1;2;0;Inf;1541
5;3;1;"D2";"Beetle";7;"LEMA";57;75;12;7;0;5;2;867;1869;466;143;15;57;0;0;0;Inf;900
5;3;1;"D3";"Beetle";3;"LEMA";76;62;4;3;NA;5;3,5;867;1869;401;134;12;76;0;3;0;Inf;248
5;3;1;"D4";"Beetle";7;"LEMA";45;66,5;13;7;NA;5;5;867;1869;499;127;5;45;1;2;0;Inf;864,5
5;3;1;"D5";"Beetle";5;"LEMA";62;65;19;5;NA;5;6,5;867;1869;496;145;17;62;1;3;0;Inf;1235
5;3;1;"E2";"Beetle";8;"LEMA";57;76,5;13;8;0;6,5;2;867;1869;420;265;13;57;1;2;0;Inf;994,5
5;3;1;"E3";"Beetle";6;"LEMA";46;51,5;17;6;0;6,5;3,5;867;1869;431;186;16;46;2;2;0;Inf;875,5
5;3;1;"E3";"Fly";3;"CHFU";1;25;1;3;4;6,5;3,5;2704;32;5;612;62;0;4;0;4;0,75;25
5;3;1;"E4";"Beetle";5;"LEMA";49;67;20;5;NA;6,5;5;867;1869;465;157;23;49;5;0;0;Inf;1340
5;3;1;"E5";"Beetle";1;"LEMA";71;59;12;1;0;6,5;6,5;867;1869;467;177;22;71;1;3;0;Inf;708
5;3;1;"E5";"Beetle";1;"LEMA";71;59;12;1;0;6,5;6,5;867;1869;467;177;22;71;1;3;0;Inf;708
5;3;2;"B2";"Beetle";7;"LEMA";74;54;8;7;0;35;28;1545;2831;529;372;25;74;0;6;0;Inf;432
5;3;2;"B2";"Fly";2;"CHFU";4;32;2;2;4;35;28;4334;42;34;867;95;4;3;2;4;0,5;64
5;3;2;"B3";"Beetle";8;"LEMA";65;73;6;8;0;35;29,5;1545;2831;647;335;41;65;6;0;0;Inf;438
5;3;2;"B3";"Fly";1;"CHFU";1;21;6;1;7;35;29,5;4334;42;24;958;106;0;17;0;7;0,142857142857143;126
5;3;2;"B4";"Beetle";11;"LEMA";93;50,3333333333333;18;11;0;35;31;1545;2831;709;344;30;93;8;1;0;Inf;906
5;3;2;"B5";"Beetle";8;"LEMA";80;63;3;8;NA;35;32,5;1545;2831;794;372;46;80;0;2;0;Inf;189
5;3;2;"C2";"Beetle";3;"LEMA";55;80;19;3;0;36,5;28;1545;2831;527;292;61;55;7;1;0;Inf;1520
5;3;2;"C2";"Fly";2;"CHFU";7;32;2;2;11;36,5;28;4334;42;24;795;109;7;4;0;11;0,181818181818182;64
5;3;2;"C3";"Beetle";3;"LEMA";50;105,5;4;3;0;36,5;29,5;1545;2831;554;311;30;50;0;2;0;Inf;422
5;3;2;"C4";"Beetle";3;"LEMA";114;40;10;3;NA;36,5;31;1545;2831;566;284;46;114;10;1;0;Inf;400
5;3;2;"C5";"Beetle";5;"LEMA";125;111;6;5;NA;36,5;32,5;1545;2831;643;419;37;125;1;2;0;Inf;666
5;3;2;"D2";"Beetle";5;"LEMA";53;48;9;5;0;38;28;1545;2831;501;298;56;53;1;2;0;Inf;432
5;3;2;"D3";"Beetle";4;"LEMA";47;32;12;4;0;38;29,5;1545;2831;509;303;30;47;0;5;0;Inf;384
5;3;2;"D4";"Beetle";4;"LEMA";53;29;6;4;0;38;31;1545;2831;553;293;22;53;3;5;0;Inf;174
5;3;2;"D4";"Fly";1;"CHFU";1;101;2;1;5;38;31;4334;42;8;838;75;0;9;0;5;0,2;202
5;3;2;"D5";"Beetle";3;"LEMA";53;57;10;3;NA;38;32,5;1545;2831;668;441;48;53;4;4;0;Inf;570
5;3;2;"E2";"Beetle";6;"LEMA";61;110;14;6;0;39,5;28;1545;2831;542;247;18;61;1;0;0;Inf;1540
5;3;2;"E3";"Beetle";5;"LEMA";46;155;6;5;0;39,5;29,5;1545;2831;494;218;37;46;1;1;0;Inf;930
5;3;2;"E3";"Fly";1;"CHFU";1;32;12;1;8;39,5;29,5;4334;42;4;708;83;0;3;0;8;0,125;384
5;3;2;"E4";"Beetle";6;"LEMA";77;18;13;6;0;39,5;31;1545;2831;545;275;33;77;11;0;0;Inf;234
5;3;2;"E5";"Beetle";3;"LEMA";41;45,5;14;3;NA;39,5;32,5;1545;2831;710;433;32;41;8;0;0;Inf;637
5;3;3;"B2";"Beetle";1;"LEMA";8;58;3;1;NA;80;56;5887;887;82;1481;195;8;9;1;0;Inf;174
5;3;3;"B3";"Beetle";1;"LEMA";10;52,5;14;1;0;80;57,5;5887;887;122;1452;148;10;3;0;0;Inf;735
5;3;3;"B5";"Beetle";2;"LEMA";28;59,3333333333333;5;2;0;80;60,5;5887;887;206;1257;221;28;9;0;0;Inf;296,666666666667
5;3;3;"C3";"Beetle";1;"LEMA";11;42;15;1;0;81,5;57,5;5887;887;102;1530;107;11;3;0;0;Inf;630
5;3;3;"C3";"Fly";1;"CHFU";14;13;33;1;10;81,5;57,5;6726;48;8;1624;104;14;6;1;10;0,1;429
5;3;3;"C4";"Beetle";3;"LEMA";10;40;1;3;0;81,5;59;5887;887;176;1280;232;10;8;0;0;Inf;40
5;3;3;"D2";"Beetle";2;"LEMA";8;58;18;2;NA;83;56;5887;887;90;1429;201;8;1;0;0;Inf;1044
5;3;3;"D3";"Beetle";3;"LEMA";10;58;6,5;3;NA;83;57,5;5887;887;139;1418;225;10;7;0;0;Inf;377
5;3;3;"D4";"Fly";1;"CHFU";3;32;13;1;6;83;59;6726;48;20;1401;230;3;6;0;6;0,166666666666667;416
5;3;3;"E2";"Beetle";2;"LEMA";9;58;2;2;NA;84,5;56;5887;887;118;1427;217;9;1;0;0;Inf;116
5;3;3;"E3";"Beetle";1;"LEMA";26;46;16;1;NA;84,5;57,5;5887;887;196;1379;155;26;0;1;0;Inf;736
5;3;3;"E5";"Beetle";1;"LEMA";53;67,5;6;1;NA;84,5;60,5;5887;887;383;956;133;53;11;1;0;Inf;405
5;3;5;"B5";"Beetle";1;"LEMA";3;58;1;1;NA;124;158,5;2657;294;50;620;69;3;5;0;0;Inf;58
5;3;5;"C2";"Beetle";1;"LEMA";9;51;1;1;NA;125,5;154;2657;294;49;564;71;9;15;0;0;Inf;51
5;3;5;"C4";"Beetle";3;"LEMA";8;39;4;3;0;125,5;157;2657;294;57;442;59;8;5;0;0;Inf;156
5;3;5;"D2";"Beetle";1;"LEMA";7;58;1;1;NA;127;154;2657;294;57;572;59;7;8;0;0;Inf;58
5;3;5;"D5";"Beetle";2;"LEMA";9;58;1;2;0;127;158,5;2657;294;67;556;30;9;8;0;0;Inf;58
5;3;7;"B2";"Bee";2;"LEMA";28;58;6;2;2;235;289;6322;1245;252;1436;112;28;2;3;2;1;348
5;3;7;"B2";"Beetle";2;"LEMA";28;58;6;2;2;235;289;6322;1245;252;1436;112;28;2;3;2;1;348
5;3;7;"B3";"Bee";10;"LEMA";20;58;5;10;2;235;290,5;6322;1245;293;1577;175;20;5;3;2;5;290
5;3;7;"B4";"Bee";3;"LEMA";42;73;7;3;0;235;292;6322;1245;285;1667;250;42;2;3;0;Inf;511
5;3;7;"B4";"Beetle";1;"LEMA";42;73;7;1;0;235;292;6322;1245;285;1667;250;42;2;3;0;Inf;511
5;3;7;"B5";"Bee";10;"LEMA";7;13;3;10;0;235;293,5;6322;1245;347;1452;326;7;1;3;0;Inf;39
5;3;7;"B5";"Beetle";3;"LEMA";7;13;3;3;0;235;293,5;6322;1245;347;1452;326;7;1;3;0;Inf;39
5;3;7;"C2";"Bee";2;"LEMA";28;50;5;2;1;236,5;289;6322;1245;207;1080;177;28;4;2;1;2;250
5;3;7;"C2";"Beetle";1;"LEMA";28;50;5;1;1;236,5;289;6322;1245;207;1080;177;28;4;2;1;1;250
5;3;7;"C3";"Beetle";1;"LEMA";24;58;2;1;1;236,5;290,5;6322;1245;265;1305;122;24;5;2;1;1;116
5;3;7;"C4";"Beetle";2;"LEMA";36;58;2;2;0;236,5;292;6322;1245;308;1443;119;36;4;5;0;Inf;116
5;3;7;"C5";"Beetle";1;"LEMA";48;49;1;1;NA;236,5;293,5;6322;1245;298;1428;106;48;5;3;0;Inf;49
5;3;7;"D5";"Bee";3;"LEMA";72;58;3;3;2;238;293,5;6322;1245;333;1145;117;72;13;0;2;1,5;174
5;3;7;"D5";"Beetle";1;"LEMA";72;58;3;1;2;238;293,5;6322;1245;333;1145;117;72;13;0;2;0,5;174
5;3;7;"E2";"Beetle";3;"LEMA";32;58;6;3;2;239,5;289;6322;1245;164;1248;186;32;7;1;2;1,5;348
5;3;7;"E4";"Beetle";2;"LEMA";52;58;3;2;0;239,5;292;6322;1245;358;1235;165;52;3;1;0;Inf;174
5;3;8;"B2";"Beetle";3;"LEMA";40;58;5;3;0;274;270;6812;888;228;1405;184;40;3;2;0;Inf;290
5;3;8;"B2";"Fly";1;"CHFU";12;79;5;1;35;274;270;7142;558;139;1494;212;12;5;1;35;0,0285714285714286;395
5;3;8;"B4";"Beetle";4;"LEMA";31;58;4;4;0;274;273;6812;888;222;1642;172;31;5;0;0;Inf;232
5;3;8;"B5";"Beetle";2;"LEMA";7;58;2;2;0;274;274,5;6812;888;169;1680;318;7;17;0;0;Inf;116
5;3;8;"B5";"Fly";1;"CHFU";8;16;1;1;8;274;274,5;7142;558;133;1716;317;8;21;0;8;0,125;16
5;3;8;"C2";"Beetle";1;"LEMA";31;58;4;1;0;275,5;270;6812;888;290;1354;230;31;8;0;0;Inf;232
5;3;8;"C2";"Fly";3;"CHFU";18;38;6;3;18;275,5;270;7142;558;96;1548;243;18;5;3;18;0,166666666666667;228
5;3;8;"C3";"Fly";2;"CHFU";4;7,5;4;2;3;275,5;271,5;7142;558;94;1539;124;4;8;2;3;0,666666666666667;30
5;3;8;"C4";"Beetle";1;"CHFU";3;13;1;1;0;275,5;273;7142;558;71;1633;231;3;9;0;0;Inf;13
5;3;8;"C4";"Beetle";3;"LEMA";42;58;1;3;0;275,5;273;6812;888;218;1486;192;42;5;5;0;Inf;58
5;3;8;"C5";"Beetle";2;"LEMA";14;58;2;2;0;275,5;274,5;6812;888;174;1517;215;14;8;0;0;Inf;116
5;3;8;"C5";"Fly";2;"CHFU";11;15;4;2;16;275,5;274,5;7142;558;109;1582;218;11;4;2;16;0,125;60
5;3;8;"D2";"Beetle";1;"LEMA";38;58;4;1;1;277;270;6812;888;235;1571;147;38;1;2;1;1;232
5;3;8;"D3";"Fly";1;"CHFU";5;10;1;1;8;277;271,5;7142;558;99;1446;210;5;14;0;8;0,125;10
5;3;8;"D4";"Beetle";2;"LEMA";21;58;7;2;0;277;273;6812;888;191;1566;105;21;6;0;0;Inf;406
5;3;8;"D4";"Fly";1;"CHFU";12;9;1;1;3;277;273;7142;558;78;1679;114;12;11;0;3;0,333333333333333;9
5;3;8;"D5";"Bee";2;"LEMA";25;58;5;2;0;277;274,5;6812;888;182;1570;268;25;11;0;0;Inf;290
5;3;8;"D5";"Beetle";1;"LEMA";25;58;5;1;0;277;274,5;6812;888;182;1570;268;25;11;0;0;Inf;290
5;3;8;"D5";"Fly";1;"CHFU";14;22,5;5;1;13;277;274,5;7142;558;114;1638;279;14;12;0;13;0,0769230769230769;112,5
5;3;8;"E3";"Fly";1;"CHFU";17;32;9;1;13;278,5;271,5;7142;558;114;1150;216;17;3;0;13;0,0769230769230769;288
5;3;8;"E4";"Beetle";3;"LEMA";26;58;3;3;0;278,5;273;6812;888;143;1382;180;26;4;2;0;Inf;174
5;3;8;"E5";"Bee";2;"LEMA";17;58;11;2;0;278,5;274,5;6812;888;177;1449;202;17;7;0;0;Inf;638
